"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"4217","Terrace","Caledonia Secondary","082","2004-2005","21","F","High school/secondary diploma and certificate programs","KPU","1",54.5167,-128.608
"4218","Terrace","Caledonia Secondary","082","2004-2005","19","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4219","Terrace","Caledonia Secondary","082","2004-2005","19","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4220","Terrace","Caledonia Secondary","082","2004-2005","20","M","Business, management, marketing and related support services","BCIT","1",54.5167,-128.608
"4221","Terrace","Caledonia Secondary","082","2013-2014","17","F","Physical sciences","UVIC","1",54.5167,-128.608
"4222","Terrace","Caledonia Secondary","082","2010-2011","20","F","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4223","Terrace","Caledonia Secondary","082","2010-2011","20","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4224","Terrace","Caledonia Secondary","082","2012-2013","18","F","Liberal arts and sciences, general studies and humanities","SFU","2",54.5167,-128.608
"4225","Terrace","Caledonia Secondary","082","2011-2012","18","M","Computer and information sciences and support services","UVIC","1",54.5167,-128.608
"4226","Terrace","Caledonia Secondary","082","2006-2007","19","M","Construction trades","BCIT","1",54.5167,-128.608
"4227","Terrace","Caledonia Secondary","082","2007-2008","22","M","Health professions and related programs","BCIT","1",54.5167,-128.608
"4228","Terrace","Caledonia Secondary","082","2006-2007","17","F","Social sciences","UVIC","3",54.5167,-128.608
"4229","Terrace","Caledonia Secondary","082","2009-2010","19","M","Construction trades","BCIT","1",54.5167,-128.608
"4230","Terrace","Caledonia Secondary","082","2011-2012","18","M","Natural resources and conservation","CNC","1",54.5167,-128.608
"4231","Terrace","Caledonia Secondary","082","2009-2010","19","M","Engineering","BCIT","1",54.5167,-128.608
"4232","Terrace","Caledonia Secondary","082","2011-2012","17","M","Precision production","NWCC","1",54.5167,-128.608
"4233","Terrace","Caledonia Secondary","082","2011-2012","17","M","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4234","Terrace","Caledonia Secondary","082","2006-2007","18","F","High school/secondary diploma and certificate programs","NWCC","2",54.5167,-128.608
"4235","Terrace","Caledonia Secondary","082","2006-2007","20","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4236","Terrace","Caledonia Secondary","082","2005-2006","24","M","Construction trades","BCIT","1",54.5167,-128.608
"4237","Terrace","Caledonia Secondary","082","2004-2005","19","F","Health professions and related programs","NWCC","4",54.5167,-128.608
"4238","Terrace","Caledonia Secondary","082","2004-2005","19","F","High school/secondary diploma and certificate programs","NWCC","3",54.5167,-128.608
"4239","Terrace","Caledonia Secondary","082","2004-2005","19","F","Liberal arts and sciences, general studies and humanities","NWCC","3",54.5167,-128.608
"4240","Terrace","Caledonia Secondary","082","2004-2005","17","M","Engineering technologies and engineering-related fields","NWCC","3",54.5167,-128.608
"4241","Terrace","Caledonia Secondary","082","2010-2011","18","F","Liberal arts and sciences, general studies and humanities","UFV","1",54.5167,-128.608
"4242","Terrace","Caledonia Secondary","082","2006-2007","18","M","Health professions and related programs","NWCC","1",54.5167,-128.608
"4243","Terrace","Caledonia Secondary","082","2006-2007","19","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4244","Terrace","Caledonia Secondary","082","2004-2005","18","M","Construction trades","NWCC","3",54.5167,-128.608
"4245","Terrace","Caledonia Secondary","082","2008-2009","18","M","Visual and performing arts","UVIC","1",54.5167,-128.608
"4246","Terrace","Caledonia Secondary","082","2004-2005","18","M","High school/secondary diploma and certificate programs","NWCC","3",54.5167,-128.608
"4247","Terrace","Caledonia Secondary","082","2005-2006","17","M","Liberal arts and sciences, general studies and humanities","NWCC","2",54.5167,-128.608
"4248","Terrace","Caledonia Secondary","082","2006-2007","21","M","Transportation and materials moving","NLC","1",54.5167,-128.608
"4249","Terrace","Caledonia Secondary","082","2011-2012","18","F","Physical sciences","UFV","1",54.5167,-128.608
"4250","Terrace","Caledonia Secondary","082","2012-2013","17","M","Liberal arts and sciences, general studies and humanities","UFV","1",54.5167,-128.608
"4251","Terrace","Caledonia Secondary","082","2004-2005","(blank)","(blank)","(blank)","no_transfer_yet","26",54.5167,-128.608
"4252","Terrace","Caledonia Secondary","082","2004-2005","18","M","Precision production","NWCC","2",54.5167,-128.608
"4253","Terrace","Caledonia Secondary","082","2011-2012","18","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4254","Terrace","Caledonia Secondary","082","2013-2014","19","M","Personal and culinary services","NWCC","1",54.5167,-128.608
"4255","Terrace","Caledonia Secondary","082","2007-2008","17","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.5167,-128.608
"4256","Terrace","Caledonia Secondary","082","2013-2014","17","F","Liberal arts and sciences, general studies and humanities","SFU","1",54.5167,-128.608
"4257","Terrace","Caledonia Secondary","082","2009-2010","19","M","Engineering technologies and engineering-related fields","NWCC","1",54.5167,-128.608
"4258","Terrace","Caledonia Secondary","082","2013-2014","17","M","Liberal arts and sciences, general studies and humanities","SFU","1",54.5167,-128.608
"4259","Terrace","Caledonia Secondary","082","2006-2007","18","F","Visual and performing arts","ECU","1",54.5167,-128.608
"4260","Terrace","Caledonia Secondary","082","2008-2009","18","F","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4261","Terrace","Caledonia Secondary","082","2009-2010","19","M","Mechanic and repair technologies/technicians","NWCC","2",54.5167,-128.608
"4262","Terrace","Caledonia Secondary","082","2007-2008","17","F","Liberal arts and sciences, general studies and humanities","CNC","1",54.5167,-128.608
"4263","Terrace","Caledonia Secondary","082","2007-2008","18","F","High school/secondary diploma and certificate programs","CNC","1",54.5167,-128.608
"4264","Terrace","Caledonia Secondary","082","2012-2013","20","M","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4265","Terrace","Caledonia Secondary","082","2008-2009","18","M","Multidisciplinary/interdisciplinary studies","UNBC","1",54.5167,-128.608
"4266","Terrace","Caledonia Secondary","082","2009-2010","20","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4267","Terrace","Caledonia Secondary","082","2013-2014","17","F","Construction trades","NWCC","1",54.5167,-128.608
"4268","Terrace","Caledonia Secondary","082","2009-2010","18","M","Social sciences","DOUG","1",54.5167,-128.608
"4269","Terrace","Caledonia Secondary","082","2005-2006","19","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4270","Terrace","Caledonia Secondary","082","2007-2008","20","F","Biological and biomedical sciences","NWCC","1",54.5167,-128.608
"4271","Terrace","Caledonia Secondary","082","2007-2008","20","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4272","Terrace","Caledonia Secondary","082","2004-2005","23","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4273","Terrace","Caledonia Secondary","082","2006-2007","22","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4274","Terrace","Caledonia Secondary","082","2006-2007","23","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4275","Terrace","Caledonia Secondary","082","2007-2008","17","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4276","Terrace","Caledonia Secondary","082","2007-2008","21","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4277","Terrace","Caledonia Secondary","082","2007-2008","21","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4278","Terrace","Caledonia Secondary","082","2007-2008","22","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4279","Terrace","Caledonia Secondary","082","2004-2005","17","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.5167,-128.608
"4280","Terrace","Caledonia Secondary","082","2004-2005","17","M","Construction trades","TRU","1",54.5167,-128.608
"4281","Terrace","Caledonia Secondary","082","2004-2005","18","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.5167,-128.608
"4282","Terrace","Caledonia Secondary","082","2004-2005","18","M","Personal and culinary services","TRU","1",54.5167,-128.608
"4283","Terrace","Caledonia Secondary","082","2008-2009","19","F","Liberal arts and sciences, general studies and humanities","LANG","1",54.5167,-128.608
"4284","Terrace","Caledonia Secondary","082","2011-2012","18","F","Liberal arts and sciences, general studies and humanities","LANG","1",54.5167,-128.608
"4285","Terrace","Caledonia Secondary","082","2005-2006","17","M","Construction trades","TRU","1",54.5167,-128.608
"4286","Terrace","Caledonia Secondary","082","2005-2006","20","M","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4287","Terrace","Caledonia Secondary","082","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","CNC","1",54.5167,-128.608
"4288","Terrace","Caledonia Secondary","082","2004-2005","19","F","Health professions and related programs","CNC","1",54.5167,-128.608
"4289","Terrace","Caledonia Secondary","082","2004-2005","19","M","Mechanic and repair technologies/technicians","CNC","1",54.5167,-128.608
"4290","Terrace","Caledonia Secondary","082","2008-2009","17","M","Health professions and related programs","SFU","1",54.5167,-128.608
"4291","Terrace","Caledonia Secondary","082","2010-2011","19","M","Engineering","SFU","1",54.5167,-128.608
"4292","Terrace","Caledonia Secondary","082","2005-2006","21","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4293","Terrace","Caledonia Secondary","082","2013-2014","19","M","Construction trades","NWCC","1",54.5167,-128.608
"4294","Terrace","Caledonia Secondary","082","2011-2012","18","M","Health-related knowledge and skills (not for credit)","NWCC","4",54.5167,-128.608
"4295","Terrace","Caledonia Secondary","082","2012-2013","19","F","Liberal arts and sciences, general studies and humanities","NWCC","5",54.5167,-128.608
"4296","Terrace","Caledonia Secondary","082","2012-2013","17","M","Engineering","UBCV","1",54.5167,-128.608
"4297","Terrace","Caledonia Secondary","082","2013-2014","17","M","Biological and biomedical sciences","SFU","1",54.5167,-128.608
"4298","Terrace","Caledonia Secondary","082","2009-2010","19","M","Construction trades","NWCC","1",54.5167,-128.608
"4299","Terrace","Caledonia Secondary","082","2007-2008","18","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.5167,-128.608
"4300","Terrace","Caledonia Secondary","082","2010-2011","19","F","Liberal arts and sciences, general studies and humanities","NWCC","2",54.5167,-128.608
"4301","Terrace","Caledonia Secondary","082","2008-2009","18","F","Engineering technologies and engineering-related fields","NWCC","1",54.5167,-128.608
"4302","Terrace","Caledonia Secondary","082","2009-2010","19","M","Transportation and materials moving","NWCC","3",54.5167,-128.608
"4303","Terrace","Caledonia Secondary","082","2012-2013","20","F","Basic skills (not for credit)","NWCC","1",54.5167,-128.608
"4304","Terrace","Caledonia Secondary","082","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","UVIC","1",54.5167,-128.608
"4305","Terrace","Caledonia Secondary","082","2013-2014","17","M","Engineering","UVIC","1",54.5167,-128.608
"4306","Terrace","Caledonia Secondary","082","2013-2014","18","F","Physical sciences","UVIC","1",54.5167,-128.608
"4307","Terrace","Caledonia Secondary","082","2004-2005","21","F","Computer and information sciences and support services","NWCC","1",54.5167,-128.608
"4308","Terrace","Caledonia Secondary","082","2004-2005","21","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
